Part Number,Description,Category,Item Type,Unit,Replacement Cost,Vendor Lead Time,QC/Transit Lead Time,Buffer Days,Quality Control Group,Material Cost,Buyer
RSA010,DIDRIK SUPPLIED S-Acetyl-L-Glutathione,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA011,EVO SUPPLIED ALCAR,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA012,Artemisia iwayomogi 20:1,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA013,EVO SUPPLIED Bacopa monnieri 50% bacopasides,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA014,EVO SUPPLIED Benfotiamine,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA015,EVO SUPPLIED Betula pubescens,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA016,EVO SUPPLIED Bombyx mori peptide (BF7),Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA017,EVO SUPPLIED Butaula pubescens PE,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA018,EVO SUPPLIED Citicholine (Cognizin),Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA019,Gamma Mangostin,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA020,EVO SUPPLIED Ginkgo biloba 24/6%,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA021,EVO SUPPLIED Grape skin extract 35%,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA022,EVO SUPPLIED Huperzia serrata 1% Hup-A,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA023,EVO SUPPLIED Isatin,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA024,L-Carnitine fumarate,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA025,EVO SUPPLIED Lotus leaf PE,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA026,Mangiferin,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,1
RSA027,Menthol,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,1
RSA028,Mixed capsaicinoids,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,1
RSA029,Momordin,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,1
RSA030,EVO SUPPLIED Mucuna pruriens PE,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA031,Octopamine HCl,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA032,EVO SUPPLIED Orthosiphon saminus,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA033,Panax notoginseng,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA034,EVO SUPPLIED Pyroglutamic acid,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA035,EVO SUPPLIED Quercetin-theobromine Cocrystals,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,1
RSA036,Rose ellagitannins,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,1
RSA037,EVO SUPPLIED Royal jelly (queen bee acid),Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA038,EVO SUPPLIED Sulbutiamine,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA039,Wakame (40% fucoxanthin),Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA040,EVO SUPPLIED Wakame (50% fucoxanthin),Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA041,FINAFLEX SUPPLIED Letrosterone,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA042,GRANDMA SUPPLIED Coconut Water Powder,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA043,HEALTHE SUPPLIED Huling tonglu blend,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,00 RM,0.00,21
RSA044,International Nutrition Supplied AMINO BLEND,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA045,INTL NUTRITION SUPPLIED Amino FN-181108,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA046,INTL NUTRITION SUPPLIED FN181110,Customer Supplied (S),Raw Materials,Kilogram,0.00,78.00,0,0,,0.00,21
RSA047,INTL NUTRITION SUPPLIED FN181111,Customer Supplied (S),Raw Materials,Kilogram,0.00,78.00,0,0,,0.00,21
RSA048,FT 144990 DSM,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,1
RSA049,Intl Nutrition SUPPLIED Probiotic EBMCC2N100,Customer Supplied (S),Raw Materials,Kilogram,0.00,78.00,0,0,,0.00,21
RSA050,INTL NUTRITION SUPPLIED XR21727A39 FT152510,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA051,FT159862 DSM XR63713A39,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA052,DSM XR63725B98 FT159963,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA053,INTL NUTRITION SUPPLIED XR64780 FT160214,Customer Supplied (S),Raw Materials,Kilogram,0.00,78.00,0,0,,0.00,21
RSA054,INTL NUTRITION SUPPLIED XR68962,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA055,LEGION SUPPLIED 00 Vcaps Clear,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA056,LEGION SUPPLIED Legion Forge Blend,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA057,LEGION SUPPLIED Legion Forge Factor Burner Blend,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA058,MARKED SUPPLIED Alpha lipoic acid,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA059,MCSV SUPPLIED Iodine Formula #MCIODINE,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA060,MCSV SUPPLIED Original Formula #MCORIGINAL,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA061,"MHT SUPPLIED Hemp extract, full spectrum, capsule grade, >52.63% CBD MHT-01",Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA062,MPA SUPPLIED 3nB Celery seed extract,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA063,MPA SUPPLIED AlphaSize Alpha GPC 50WSP,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,1
RSA064,MPA SUPPLIED Apple rapidry,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA065,MPA SUPPLIED Barley Trim,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA066,MPA SUPPLIED Benolea,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA067,MPA SUPPLIED Bergamonte,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA068,MPA SUPPLIED Calcium BHB,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA069,MPA SUPPLIED Coconut water powder,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA070,MPA SUPPLIED ElevATP,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA071,MPA SUPPLIED Flavor - Watermelon Candy 94073184,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA072,MPA SUPPLIED Hydromax glycerol,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA073,MPA SUPPLIED L-Citrulline Kyowa,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA074,MPA SUPPLIED L-Histidine HCl Ajinomoto,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA075,MPA SUPPLIED L-Isoleucine,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA076,MPA SUPPLIED L-Leucine Ajinomoto,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA077,MPA SUPPLIED L-Lysine HCl Ajinomoto,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA078,MPA SUPPLIED L-Methionine Ajinomoto,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA079,MPA SUPPLIED L-Phenylalanine Ajinomoto,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA080,MPA SUPPLIED L-Threonine Ajinomoto,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA081,MPA SUPPLIED L-Valine Ajinomoto,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA082,MPA SUPPLIED Magnesium BHB,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA083,MPA SUPPLIED Mediator 50P,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA084,MPA SUPPLIED MegaNatural Bp,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA085,MPA SUPPLIED PeakO2,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA086,MPA SUPPLIED Pycnogenol,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA087,MPA SUPPLIED Rejuna,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA088,MPA SUPPLIED SerinAid 50% Phosphatidylserine,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA089,MPA SUPPLIED Sodium BHB,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA090,MPA SUPPLIED Sour Candy 28227185,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA091,MPA SUPPLIED Sweet potato powder,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA092,MPA SUPPLIED Ubiquinol,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA093,NUTRONCO SUPPLIED Nucleotides,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA094,OBE SUPPLIED - CBD Recovery Blend Berry 49005,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA095,"OBE SUPPLIED - Hydrobond CBD powder, water soluble",Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA096,OBE SUPPLIED - Lemon zest powder,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA097,OBE SUPPLIED Berry powder 49005,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,1
RSA098,OL SUPPLIED 2-Amino-6-Methylheptane DMHA,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA099,"Pentenergy 3-Amino-2,4-dimethylpentane HCl",Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA100,OL SUPPLIED 5a-Hydroxylaxogenin,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA101,OL SUPPLIED Amp citrate,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA102,OL SUPPLIED Anacyclus (Akarkara),Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA103,OL SUPPLIED Arimistane,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA104,OL SUPPLIED Artemesia iwayomogi extract,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA105,OL SUPPLIED Ashwagandha 1.5% withanolides,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA106,OL SUPPLIED Astractylodes chinensis (20% astractylodin),Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA107,OL SUPPLIED Blue ice pop ZE12109 N&A,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA108,OL SUPPLIED Blue Raspberry Flavor 25959,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA109,OL SUPPLIED Blueberry Pastry Flavor ZE17337 N&A,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA110,OL Supplied Brewers Sake Yeast Extract Powder,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA111,OL SUPPLIED Bubblegum ZE15054 N&A,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA112,Bulbine natalensis Powder,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA113,OL SUPPLIED Carnosic Acid 20%,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA114,OL SUPPLIED Cherry stars candy ZE12102,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA115,OL SUPPLIED Chocolate Milk ZE16532,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA116,OL SUPPLIED Chocolate ZE17338,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA117,OL SUPPLIED Cinnamon donut ZE12968,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA118,OL SUPPLIED Cinnamon toast crunch inclusions,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA119,OL SUPPLIED Cnidium monnieri 50% osthole,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA120,OL SUPPLIED Cocoa crispies inclusions,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA121,OL SUPPLIED Cognizin,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA122,OL SUPPLIED Cookie butter cake batter ZE16538,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA123,OL SUPPLIED cream soda ZE12103 N&A,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA124,OL SUPPLIED Creatinol-O-Phosphate,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA125,OL SUPPLIED D-Aspartic Acid,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA126,OL SUPPLIED Dehydroabietic Acid (DHAA),Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA127,OL SUPPLIED Dehydroabietic Acid DHAA,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA128,OL SUPPLIED Dihydromyricetin 90%,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA129,OL SUPPLIED Dioscorea pseudojaponica (Dioscin),Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA130,OL SUPPLIED Dynamine 40%,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA131,OL SUPPLIED Epic P Blend,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA132,OL SUPPLIED Epicatechin 90% (-),Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA133,OL SUPPLIED Eria jarensis CITRATE (N-Phenethyldimethylamine),Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA134,OL SUPPLIED Eria jarensis HCl (N-Phenethyldimethylamine),Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA135,OL SUPPLIED ForsLean 95%,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA136,OL SUPPLIED Fruit punch ZE12462 N&A,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA137,OL SUPPLIED Fruitex B,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA138,OL SUPPLIED Fruity Cereal ZE12639 N&A,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA139,OL SUPPLIED Fruity pebbles inclusions,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA140,OL SUPPLIED Fruity Rainbow ZE12920,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA141,OL SUPPLIED Galantamine,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA142,OL SUPPLIED Garlic 1% allicin,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA143,OL SUPPLIED Gentian Root PE 10:1,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA144,OL SUPPLIED Grape seed 95% PAC,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA145,OL SUPPLIED Green Apple Flavor 25961,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA146,OL SUPPLIED Green coffee bean 50% CGA,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA147,OL SUPPLIED Green Tea Extract,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA148,OL SUPPLIED Gynostemma pentaphyllum PE,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA149,OL SUPPLIED Hesperidin Methyl Chalcone,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA150,OL SUPPLIED InstAminos Vegan BCAA 2:1:1,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA151,OL SUPPLIED Juglans regia PE,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA152,OL SUPPLIED Kanna extract,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA153,OL SUPPLIED Kiwi ZE12914,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA154,OL SUPPLIED Korean mistletoe extract,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA155,OL SUPPLIED KSM-66 (Capsule),Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA156,OL SUPPLIED Laxo P (Laxogenin Complex),Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA157,OL SUPPLIED Laxosterone,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA158,OL SUPPLIED Lemon balm extract,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA159,OL SUPPLIED Lemonade ZE12104,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA160,OL SUPPLIED Lime sherbet ZE12057 N&A,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA161,Eurycoma longfolia 100:1,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA162,OL SUPPLIED Lutein 20%,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA163,OL SUPPLIED Maca root powder,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA164,OL SUPPLIED Mango ZE12917,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA165,OL SUPPLIED Masker ZE12451 NAT,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA166,OL SUPPLIED Modified soy lecithin,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA167,OL supplied N&A Nectarine Type Flavor,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA168,OL SUPPLIED Nectarine ZE12916 N&A,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA169,OL SUPPLIED Oleoylethanolamide,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA170,OL SUPPLIED Olive Leaf 20% Hydroxytyrosol,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA171,OL SUPPLIED Orthosiphon stamineus 70%,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA172,OL SUPPLIED Passion flower extract,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA173,OL SUPPLIED Passionfruit ZE12913,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA174,OL SUPPLIED Peach mango ZE12461 N&A,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA175,OL SUPPLIED Peach ZE12634 N&A,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA176,OL SUPPLIED Peanut Butter Cup ZE12970 N&A,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA177,OL SUPPLIED Phytofuse epicatechin,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA178,OL SUPPLIED Pine Bark 95% PAC,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA179,OL SUPPLIED ProGBB Gamma-Butyrobetaine EEC,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA180,OL SUPPLIED Raspbery ketones,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA181,OL SUPPLIED Red yeast rice <=0.2%,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA182,Rhodiola 11% salidrosides,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA183,OL SUPPLIED Robuvit,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA184,OL SUPPLIED Rutin,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA185,OL SUPPLIED S7 pump blend,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA186,OL SUPPLIED Saccharomyces cerevisiae,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA187,Sodium DAA,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA188,OL SUPPLIED Sour kids candy ZE12056,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA189,OL SUPPLIED St. John's Wort 0.3% Hypericin,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA190,OL SUPPLIED Stratorium extract,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA191,OL SUPPLIED Sweet cherry ZE12459 NAT,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA192,OL SUPPLIED TeaCrine 40%,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA193,OL SUPPLIED Trans-Tiliroside 5%,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA194,OL SUPPLIED Tribulus alatus,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA195,OL SUPPLIED Tropical spurt candy ZE12061 N&A,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA196,OL SUPPLIED TUDCA,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA197,OL SUPPLIED Urolithin B,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,21
RSA198,OL SUPPLIED Vanillin,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA199,OL SUPPLIED Vaso6 green tea extract,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA200,OL SUPPLIED VitaCherry,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA201,OL SUPPLIED Watermelon Flavor 25960,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA202,OLYMPUS SUPPLIED,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA203,Rejuvalife Supplied - Tianeptine hemisulfate monohydrate,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA204,REJUVALIFE SUPPLIED Phenibut HCl,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA205,SMART POWDERS SUPPLIED Idebenone,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA206,SNS SUPPLIED 7-Methoxyisoflavone,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA207,SNS SUPPLIED Fadogia agrestis 10:1 PE,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA208,SNS Supplied,Customer Supplied (S),Raw Materials,Kilogram,0.00,0.00,0,0,,0.00,1
RSA210,TRIQUETRA SUPPLIED BioBeet $50198,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA211,TRIQUETRA SUPPLIED Shoden ashwagandha 35% withanolides,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA212,ULTRA HUMAN SUPPLIED Jiaogulan,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
RSA213,Vibrant Supplied Bioperine >95% Piperine,Customer Supplied (S),Raw Materials,Kilogram,0.00,52.00,0,0,,0.00,21
